Anul,Titlu,Aspect_Detectat,Sentiment_Stele
1933,Familiebericht,FINANCIAR,5
1934,Advertentie,FINANCIAR,4
1925,Petroleum-industrie.,GREVA,5
1928,Korte Mededeelingen.,FINANCIAR,4
1929,Familiebericht,FINANCIAR,5
1928,Petroleum-industrle.,GREVA,5
1887,Advertentie,FINANCIAR,4
1925,Roemenië.,FINANCIAR,5
1912,Geconsolideerde Hollandsche Petroleum-Maatschappij,FINANCIAR,5
1822,ROTTERDAM den 6 December.,TEHNOLOGIE,1
1961,FLINK STUK PIONIERS GEEST,TEHNOLOGIE,1
1913,Uit de Petroleumindustrie.,GREVA,5
1925,"Dagelijksch Beursbericht. AMSTERDAM, 6 Aug. (2.45 u.)",FINANCIAR,5
1913,Uit de Petroleum-industrie.,GREVA,5
1912,Uit de Petroleum-industrie.,GREVA,5
1912,Uit de Petroleumindustrie.,GREVA,5
1921,Geconsolideerde Hollandsche Petroleum Comp.,GREVA,5
1921,Uit de Roemeensche petroleumindustrie.,GREVA,5
1914,Uit de Petroleumindustrie.,GREVA,5
1989,Italië beheerst Europa Cup,FINANCIAR,5
1932,Korte Berichten.,TEHNOLOGIE,4
1911,Uit de Petroleumindustrie.,GREVA,5
1915,De Roemeensche  petroleumnijverheid.,FINANCIAR,5
1929,Onbluschbare petroleumbrand in Rumenië Reeds vier maanden duurt de verwoesting. NIEUWE BLUSSCHINGSMETHODE WORDT GEPROBEERD.,TEHNOLOGIE,1
1915,Petroleum.,FINANCIAR,5
1921,Uit de Roemeensche petroleumindustrie.,GREVA,5
1923,Cinema Palace. De graaf van ...,FINANCIAR,5
1961,Advertentie,FINANCIAR,4
1913,KORTE MEDEDEELINGEN,FINANCIAR,4
1914,BUITENLANDSCHE KRONIEK.,FINANCIAR,5
1914,Uit de Ver. Staten.,FINANCIAR,5
1913,KUNST EN LETTEREN. Spoel's Vocaal Ensemble.,ACCIDENT,5
1939,Ministercrisis in Egypte ?,ACCIDENT,1
1928,BEURS VAN PARIJS.,FINANCIAR,5
2001,Wielrennen,TEHNOLOGIE,5
2001,McEwen wint vierde rit in Wallonië,FINANCIAR,4
1999,Wielrennen,TEHNOLOGIE,5
2003,Allround sprinter,TEHNOLOGIE,5
2000,Tosatto grijpt leiderstrui,TEHNOLOGIE,1
1930,Gemengde Berichten. DE NIEUWE ITALIAANSCHE EMIGRATIE-WET.,FINANCIAR,5
1928,Gemengd Buitenlandsch Nieuws.,TEHNOLOGIE,4
1914,"POSTKANTOOR 's-GRAVENHAGE. Brieven, geadresseerd aan onbekenden.",FINANCIAR,4
1922,FINANCIEELE BERICHTEN. De Geconsolideerde Hollandsche PetroleumMaatschappij.,FINANCIAR,4
1989,ARIE HAAN HEEFT WEER GEL UK,FINANCIAR,5
2002,Wielrennen,TEHNOLOGIE,5
2003,UITSLAGEN,TEHNOLOGIE,3
2004,Uitslagen,FINANCIAR,3
2002,Wielrennen,TEHNOLOGIE,5
1989,Uefa Cup,FINANCIAR,5
1940,De Roemeense petroleum,FINANCIAR,5
1933,WAT ER GESTOLEN WERD,TEHNOLOGIE,1
1927,BUITENLAND,FINANCIAR,3
1989,PROGRAMMA,TEHNOLOGIE,5
1989,Loting Europa Cup,FINANCIAR,4
1989,Loting Europa Cup,FINANCIAR,4
1988,VOETBAL,FINANCIAR,5
1989,VOETBAL,FINANCIAR,5
1989,VOETBAL,FINANCIAR,5
1989,VOETBAL,FINANCIAR,5
1930,Buitenland. VERSCHILLENDE BERICHTEN.,FINANCIAR,4
1927,Buitenland.,FINANCIAR,3
1913,KUNST EN WETENSCHAPPEN. Pisuisse en Blokzijl.,ACCIDENT,5
1930,VARIA.,TEHNOLOGIE,3
1912,Familiebericht,FINANCIAR,5
1929,Onbluschbare petroleumbrand.,TEHNOLOGIE,1
1940,De Roemeensche petroleum.,FINANCIAR,5
1939,HERINNERING AAN ROEMENIE,FINANCIAR,5
1863,Advertentie,FINANCIAR,4
1933,MASSA-STAKING EN STAAT VAN BELEG IN ROEMENIE. GEWELDIGE STRIJD DER PETROLEUM-ARBEIDERS EN SPOORWEGARBEIDERS TEGEN DE FASCISTISCHE DICTATUUR. De verboden Communistische partij aan het hoofd der massa's.,GREVA,5
1989,programma europacups,FINANCIAR,5
1989,ec-programma,TEHNOLOGIE,4
1989,uitslagen Europacup,FINANCIAR,3
1927,Roemeensche Petroleummijverheid.,FINANCIAR,5
1911,Uit de Potroieumfndustrie.,TEHNOLOGIE,5
1912,Internationale Rumeensche Petroleum.,FINANCIAR,5
1921,Roomeensche petroleum.,FINANCIAR,5
1910,Uit de Petreleumindustrie.,TEHNOLOGIE,5
1910,"Spoor-, Mijn- en andere opbrengsten.",FINANCIAR,5
1910,"Spoor-, Mijn- en andere opbrengsten.",FINANCIAR,5
1899,Advertentie,FINANCIAR,4
1911,Uit de Petrolaumindustrie.,FINANCIAR,5
1932,"BINNENLAND BRUTALE INBRAAK IN EEN KASTEEL. ZEVEN WAARDEVOLLE SCHILDERIJEN, F 1 MINIATUREN EN TAL VAN GOUDEN EN ZILVEREN VOORWERPEN GESTOLEN. EEN BELOONING VAN ƒ 10.000 UITGELOOFD",TEHNOLOGIE,1
1931,Korte Mededeelingen.,FINANCIAR,4
1937,Advertentie,FINANCIAR,4
1772,Advertentie,FINANCIAR,4
1919,Uit de petroleum-industrie.,GREVA,5
1931,Een nieuwe treinaanslag aangekondigd.,TEHNOLOGIE,5
1937,Advertentie,FINANCIAR,4
1915,Financiën en Handel. Petroleum.,FINANCIAR,5
1915,Petroleum.,FINANCIAR,5
1929,Roemeensche Petroleumindustrie.,FINANCIAR,5
1989,UEFA-CUP,FINANCIAR,5
1989,Programma Oranje en Europa Cup,FINANCIAR,5
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1916,ROEMENIË DE PETROLEUM-INDUSTRIE.,TEHNOLOGIE,5
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1913,Petroleum.,FINANCIAR,5
1917,Petroleum Mij. „Orión” te Ploesti.,FINANCIAR,1
1890,TELEGRAMMEN.,TEHNOLOGIE,5
1940,HET PETROLEUMGEBIED VAN ROEMENIE. Hoe aardolie wordt gewonnen.,TEHNOLOGIE,5
1976,Advertentie,FINANCIAR,4
1931,Een helsch licht,TEHNOLOGIE,5
1915,Buitenland. De Rumeensche petroleum-industrie.,FINANCIAR,5
1926,FINANCIEELE BERICHTEN.,FINANCIAR,4
1913,Verordening tot het weren van inbrenken op natuurschoon.,GREVA,4
1930,Korte Berichten.,TEHNOLOGIE,4
1932,Hoe de dieven binnengekomen moeten zijn.,FINANCIAR,5
1925,ROEMENIË. Een tocht door Roemenië.,FINANCIAR,5
1907,Petroleum.,FINANCIAR,5
1932,Hoe de dieven binnengekomen moeten zijn.,FINANCIAR,5
1928,Roemeensche Petroleum Industrie.,FINANCIAR,5
1916,Buitenlandsche Havens.,FINANCIAR,5
1916,Uit de petroleumindustrie.,GREVA,5
1966,Hans van der Linden toont zijn ziel,FINANCIAR,5
1913,Uit de Petroteumindustrie.,TEHNOLOGIE,5
1930,ROEMEENSCHE PETROLEUMINDUSTRIE. Uitvoerprijzen verder gestegen.,TEHNOLOGIE,2
1929,Roetneensche Petroleumindustrie.,GREVA,5
1959,Kunstkring start actie voor herbouw,FINANCIAR,4
1928,GEMENGDE BERICHTEN.,FINANCIAR,4
1917,FINANCIEELE SNIPPERS.,ACCIDENT,3
1922,FINANCIEELS' BERICHTEN.,FINANCIAR,4
1890,Telegrammen.,TEHNOLOGIE,5
1913,L’importation de phosphate tunisien en Hollande.,FINANCIAR,5
1914,KORTE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. KAMER VAN KOOPHANDEL TE JOHANNESBURG.,FINANCIAR,4
1915,FINANCIEELE MEDEDEELINGEN. 2½ PCT. PREMIELEENING STAD BRUSSEL VAN 1902.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1916,AMSTERDAMSCHE BEURS SLOTKOERSEN,FINANCIAR,5
1913,Financieel en Economisch Nieuws,FINANCIAR,4
1929,GEMENGDE BERICHTEN,FINANCIAR,4
1929,BUITENLAND. DE ROEMEENSCHE PETROLEUM INDUSTRIE.,TEHNOLOGIE,5
1913,FINANCIEELE MEDEDEELINGEN. SCHEEPSBOUWONDERNEMING TE NORDENHAN STOP GEZET.,FINANCIAR,1
1912,Een brandende petroleumbron.,FINANCIAR,1
1924,NAAR ROEMENIË!,FINANCIAR,5
1914,Financieel en Economisch Nieuws,FINANCIAR,4
1929,De Donaulanden.,FINANCIAR,5
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1931,Wetenschap en Industrie.,TEHNOLOGIE,5
1912,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1919,FINANCIEELE MEDEDEELINGEN BINNENLAND.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1914,FINANCIEEIE MEDEDEELINGEN. WALLSTREETNIEUWS.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1919,FINANCIEELE MEDEDEELINGEN FAILLISSEMENTEN.,FINANCIAR,1
1929,"GEMENGD NIEUWS DE „MAURETANIA"" EN HET OCEAAN-RECORD.",FINANCIAR,4
1928,TWEE BEZOEKEN AAN MORENI.,TEHNOLOGIE,4
1915,FINANCIEELE MEDEDEELINGEN.,FINANCIAR,4
1906,FINANCIEELE BERICHTEN.,FINANCIAR,4
1917,Nieuwe Beweging in Macedonie. Rusland slaat het voorstel van een afzonderlijken vrede beslist af en maakt zich opnieuw gereed tot den strijd.---Overigens weinig bedrijvigheid. OORLOGSTIJDINGEN.,ACCIDENT,1
1912,Financieel en Economisch Nieuws Amsterdamsche Beurs,FINANCIAR,4
1911,VEREEN. VOOR DEN EFFECTENHANDEL TE AMSTERDAM.,FINANCIAR,4
1913,Financieel en Economisch Nieuws,FINANCIAR,4
1905,De „Aurora” -leening.,FINANCIAR,3
1905,Advertentie,FINANCIAR,4
1912,Uit de Petrolcum-industrie.,GREVA,5
1916,"Productiecijfers,",FINANCIAR,4
1917,UIT DE PROVINCIE.,FINANCIAR,5
1989,Buitenlands Voetbal in Cijfers,FINANCIAR,5
1905,Advertentie,FINANCIAR,4
1938,Roemeensche Olie-industrie in 1937. Aan de productie-stijging kwam een eind.,TEHNOLOGIE,1
1928,ROTTERDAM. BRANDWEERPREMIES.,FINANCIAR,5
1929,BUITENLAND. BARCLAYS BANK IN CANADA.,FINANCIAR,3
2000,Uitslag en,FINANCIAR,4
1928,GEMENGD NIEUWS. Een Nederlander in Roemenie omgekomen.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. MAASTRICHT—VAALS TRAMWEG.,FINANCIAR,4
1923,FINANCIEN EN ECONOMIE BINNENLAND.,FINANCIAR,4
2002,Wielrennen,TEHNOLOGIE,5
1929,TELEGRAMMEN.,TEHNOLOGIE,5
1930,Gemengd Nieuws.,FINANCIAR,4
1930,Gemengd Buitenlandsch Nieuws. Een ernstige aardverschuiving.,TEHNOLOGIE,1
1916,No. 145. Zaterdag 9 Dec. 1916. DE GRONDWET. Tweede Blad. Gemengd Nieuws De Roemeensche petroleumvelden.,TEHNOLOGIE,3
1929,DIEFSTAL IN DEN TREIN. ƒ200 Uit een damestaschje gestolen OP HET TRAJECT VENLO—NIJMEGEN.,ACCIDENT,1
1989,telesport Buitenlands Voetbal in Cijfers,TEHNOLOGIE,5
1912,Uit de Petroleum-industrie.,GREVA,5
1929,GEMENGDE BERICHTEN.,FINANCIAR,4
1930,BUITENLAND.,FINANCIAR,3
1914,HAAGSCHE BEURS,FINANCIAR,5
1915,VARIA.,TEHNOLOGIE,3
1888,BUITENLAND. ALGEMEEN overzicht.,FINANCIAR,4
1921,HE DORDTSCHE PETROLEUM CO.,TEHNOLOGIE,5
1913,Informations financières,FINANCIAR,4
1912,Telegrammen.,TEHNOLOGIE,5
1944,Stroomproductie in Z.O. Europa,FINANCIAR,5
1912,TELEGRAMMEN.,TEHNOLOGIE,5
1932,Belangrijke inbraak in Kasteel Nijenrode.,ACCIDENT,5
1913,Gemengd Nieuws.,FINANCIAR,4
1917,Petroleum-Maatschappij „Crion” te Ploesti.,FINANCIAR,1
1916,Buitenlandsche Havens.,FINANCIAR,5
1916,Uit de petroleumindustrie.,GREVA,5
1913,Uit de Petroleum-industrie.,GREVA,5
1914,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1926,STEAUA ROMANA. Algemeene vooruitgang. — In verband met productie. — Uitbreiding aanbouw nieuwe raffinaderij.,TEHNOLOGIE,5
1927,Familiebericht,FINANCIAR,5
1921,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1916,Buitenlandsche Havens.,FINANCIAR,5
1916,Uit de petroleumindustrie.,GREVA,5
1973,„Missen”,TEHNOLOGIE,1
1914,Gemengde berichten.,FINANCIAR,4
1925,BEURSOVERZICHT,FINANCIAR,4
1959,Actie van Kunstkring voor herstel van wankele muur,TEHNOLOGIE,4
1919,Financieels Berichten.,TEHNOLOGIE,4
1931,Gemengde Berichten,FINANCIAR,4
1931,Gemengde Berichten,FINANCIAR,4
1929,BUITENLAND.,FINANCIAR,3
1914,KORTE BERICHTEN.,FINANCIAR,4
1913,Uit den Vreemde.,GREVA,5
1931,Gemengde berichten.,FINANCIAR,4
1929,CHINA EN RUSLAND.,TEHNOLOGIE,5
1929,VAN HIER EN DAAR.,TEHNOLOGIE,5
1910,Financieel en Economisch Nieuws,FINANCIAR,4
1930,VAN HIER EN DAAR.,TEHNOLOGIE,5
1929,Van hier en daar.,TEHNOLOGIE,5
1906,Financ.Mededeelingen.,FINANCIAR,4
1905,„Aurora” Actien Gesellschaft für Petroleum Industrie und Handel.,FINANCIAR,5
1930,Gemengd Nieuws.,FINANCIAR,4
1937,Kegelen D.O.K. VIERT FEEST.,FINANCIAR,5
1930,Latere Berichten.,TEHNOLOGIE,3
1931,KORTE BERICHTEN.,FINANCIAR,4
1941,"Sinaia, die Perle der Karpaten",FINANCIAR,5
1930,GECONSOLIDEERDE HOLLANDSCHE PETROLEUM COMPAGNIE. Dividend 5 pet. (v.j. nihil).,FINANCIAR,1
1930,Petroleum-industrie.,GREVA,5
1927,Korte Mededeelingen.,FINANCIAR,4
1930,Petroleum-industre.,GREVA,5
1925,Petroleum-industrie.,GREVA,5
1925,Petroleum-industrie.,GREVA,5
1915,Familiebericht,FINANCIAR,5
1931,19 SEPTEMBER 1931,TEHNOLOGIE,1
1912,Uit de petroleumindustrie.,GREVA,5
1928,Familiebericht,FINANCIAR,5
1920,Financieele Berichten.,FINANCIAR,4
1927,Advertentie,FINANCIAR,4
1916,Financieele berichten.,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1932,Inbraak in een kasteel Foor een groote waarde aan kunstschatten ontvreemd,ACCIDENT,5
1988,"Parijs is al klaar voor de winter Geen twee duidelijke collecties meer: seizoenen in de war, wij in de war",GREVA,3
1987,"Verleiden mag, verleiden moet!",TEHNOLOGIE,5
1927,BUITENLAND.,FINANCIAR,3
1989,Morten Olsen neemt waardig afscheid,FINANCIAR,5
1916,Astra Romana.,TEHNOLOGIE,5
1916,BUITENLANDSCHE HAVENS.,FINANCIAR,5
1905,Petroleum in Rumanie Maatschappijen opgericht in 1904.,FINANCIAR,5
1928,De Wereld in Vogelvlucht,TEHNOLOGIE,5
1939,DE WERELD IN VOGELVLUCHT,ACCIDENT,5
1932,Een kasteel geplunderd.,ACCIDENT,1
1913,Uit de Petroleum-industrie.,GREVA,5
1913,Uit de petroieumlndustrie.,TEHNOLOGIE,5
1916,Duitenlandsche Havens.,FINANCIAR,5
1916,Uit de petroleumindustrie.,GREVA,5
1913,Uit de Petroleum-industrie.,GREVA,5
1911,Uit de Petroleumindustrie,GREVA,5
1915,Astro Romano.,FINANCIAR,5
1930,Academische Examens.,FINANCIAR,5
1922,De Rosmeensche petroleumindustrie.,GREVA,5
1906,FINANCILEELE BERICHTEN.,FINANCIAR,4
1916,Eeitenlaat. De Rocmeensche olievelden.,FINANCIAR,5
1931,ROEMEENSCHE PETROLEUMINDUSTRIE.,TEHNOLOGIE,5
1931,ROEMEENSCHE PETROLEUM,TEHNOLOGIE,5
1915,Petroleum.,FINANCIAR,5
1932,ROEMEENSCHE PETROLEUM.,TEHNOLOGIE,5
1922,JAARVERSLAGEN. Petroleum Mij. „Orion”.,FINANCIAR,5
1938,Advertentie,FINANCIAR,4
1914,Uit de Petroleumindustrie.,GREVA,5
1943,Advertentie,FINANCIAR,4
1910,Cecons. Hsit. Petroleum Compagnie.,GREVA,5
1926,Familiebericht,FINANCIAR,5
1931,BUITENLAND. ROEMEENSCHE OLIEINDUSTRIE.,TEHNOLOGIE,5
1912,LAATSTE BERICHTEN.,FINANCIAR,5
1921,Bevolking.,TEHNOLOGIE,4
2005,Bettini de beste regenrijder,FINANCIAR,5
2000,Cipollini in eregalerij,FINANCIAR,5
2002,Wielrennen,TEHNOLOGIE,5
2004,Genieten en af wachten,FINANCIAR,5
1989,Loting Europa Cup,FINANCIAR,4
1932,"Schilderijen-diefstal uit kasteel Nijenrode. Zeven schilderijen, 50 miniaturen en een aantal gouden en zilveren voorwerpen gestolen.",ACCIDENT,1
1932,Gemengd Buitenlandsch Nieuws. EEN ONTVOERING?,TEHNOLOGIE,3
1930,FINANCIEELE BERICHTEN. Geconsolideerde Hollandsche Petroleum Compagnie.,FINANCIAR,1
1937,DONAULANDEN. De activiteit der Kleine Entente.,ACCIDENT,4
1925,FINANCIEELE BERICHTEN. Leening Gouda.,FINANCIAR,4
1913,BUITENLAND.,FINANCIAR,3
1912,BEURS.,FINANCIAR,5
1913,TELEGRAMMEN. Duitschland en België in Afrika.,TEHNOLOGIE,5
1989,Programma,TEHNOLOGIE,5
2002,Wielrennen,TEHNOLOGIE,5
2002,Wielrennen,TEHNOLOGIE,5
1999,Wielrennen,TEHNOLOGIE,5
2002,Wielrennen,TEHNOLOGIE,5
2002,Museeuw stopt met praten over stoppen,TEHNOLOGIE,1
2004,Voorlopige deelnemers en rugnummers,GREVA,4
2004,Deelnemers en hun rugnummer,GREVA,5
2004,Voorlopig deelnemerslijst en rugnummers,ACCIDENT,4
1992,FRANKRIJK NORMAN FOSTER,FINANCIAR,4
1959,Vermoeidheid,GREVA,5
1969,Nieuwe tijd,TEHNOLOGIE,5
1988,Flirt met kuisheid,FINANCIAR,5
1988,VOETBAL,FINANCIAR,5
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1989,VOETBAL,FINANCIAR,5
1934,"KALEIDOSCOOP. MIJNEN, DIE EEUWEN BRANDEN.",FINANCIAR,5
1912,Buitenland.,FINANCIAR,3
1913,Laatste Berichten,TEHNOLOGIE,5
1929,Stadsnieuws KOMEN EN GAAN,FINANCIAR,5
1929,Gemengd PETROLEUMBRON IN BRAND,TEHNOLOGIE,1
1934,KUNST JAN BRESSER.,ACCIDENT,4
1929,Gemengd DE MUIS EN DE PAARLEN,FINANCIAR,4
1912,UIT VERSCHILLENDE LANDEN. De Titanic.,FINANCIAR,5
1927,VERSPREIDE BERICHTEN. Een gedenksteen voor Ebert.,FINANCIAR,5
1931,KORTE KRONIEK,TEHNOLOGIE,4
1924,Familiebericht,FINANCIAR,5
1930,Familiebericht,FINANCIAR,5
1918,Onze Telegrammendienst,TEHNOLOGIE,5
1932,Inbraak in kasteel Nijenrode Vele kunstvoorwerpen gestolen,ACCIDENT,1
1930,IN ENKELE REGELS Buitenland.,FINANCIAR,3
1931,BUITENLAND.,FINANCIAR,3
1930,Enkele indrukken uit Roemenië.,TEHNOLOGIE,3
1890,Engeland.,FINANCIAR,5
1916,Cultures en Nijverheid.,FINANCIAR,5
1927,Petroleumbranden.,TEHNOLOGIE,1
1989,en in cijfers,TEHNOLOGIE,5
1989,UEFA Cup,FINANCIAR,5
1930,Academische Examens.,FINANCIAR,5
1927,Advertentie,FINANCIAR,4
1909,Gemengd Nieuws.,FINANCIAR,4
1911,Int. Rumeensche Petroleum Mij.,FINANCIAR,5
1916,De Roemeensche petroleumnijverheid.,FINANCIAR,5
1911,Uit de petroleumindustrie.,GREVA,5
1932,Inbraak op het kasteel „Nijenrode” te Breukelen. Kunstvoorwerpen van groote waarde gestolen.,ACCIDENT,1
1923,Roemaansche petroleum-industrio.,GREVA,5
1925,de zout-en de petroleum-industrie.,FINANCIAR,5
1937,Advertentie,FINANCIAR,4
1926,ASTRA ROMANA. Dividtnd 4% (onv). — Bonusuitkeering van 50%.,FINANCIAR,1
1930,"GEC. HOLL. PETROLEUM COMP. Productie Astra Romana gestegen. — Overneming claims nieuwe aand. Astra Romana door Bataafsche Petr. Mij. — Winst ƒ 1.016.104 (verlies ƒ 18.191), dividend 5 % (nihil).",FINANCIAR,1
1910,Petroleum-Mij. Steaua Romana.,FINANCIAR,5
1912,Uit de Petroleumindustrle.,ACCIDENT,5
1920,Petroleum-Maatschappij „Grien”.,FINANCIAR,5
1929,KON. NED. AARDR. GENOOTSCHAP. Voordracht van R. Schuiling over Roemenië.,ACCIDENT,3
1934,Familiebericht,FINANCIAR,5
1915,DE OORLOG.,ACCIDENT,5
1915,DE OORLOG.,ACCIDENT,5
1915,DE OORLOG.,ACCIDENT,5
1916,BUITENLAND. DE OORLOG.,FINANCIAR,5
1910,Familiebericht,FINANCIAR,5
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1777,PLEGTIGHEEDEN.,TEHNOLOGIE,5
1932,PLUNDERING TE BREUKELEN Op kasteel „Nijenrode” VOOR EEN GROOT BEDRAG GESTOLEN,ACCIDENT,1
1911,Uit de petroleumindustrie.,GREVA,5
1913,Petroleum.,FINANCIAR,5
1915,De Romeensche petroelumindustrie.,TEHNOLOGIE,5
1916,Astra Romana.,TEHNOLOGIE,5
1917,Petroleum-Mpij „Oriën”.,FINANCIAR,3
1931,Historische Kalender 30 September Twee petroleumtreinen tegen elkaar gebotst.,ACCIDENT,1
1922,DUIVENSPORT.,FINANCIAR,5
1909,Rumeensche petroleumberichten.,GREVA,4
1880,Advertentie,FINANCIAR,4
1912,Uit de petroleumindustrie.,GREVA,5
1931,PROPAGANDA VOOR ONS LAND IN AMERIKA.,FINANCIAR,5
1913,TELEORAMMEN.,TEHNOLOGIE,5
1910,", Geboorte- en Doodberichten uit Nederland. (Uit de mail.) GEHUWD:",TEHNOLOGIE,5
1928,"Koninklijke Petroleum Maatschappij. Het Jaarverslag over 1927. GOEDE RESULTATEN,",FINANCIAR,5
1932,"SCHILDERIJENDIEFSTAL TE BREUKELEN Een groot aantal werken van oude meesters, miniaturen en gouden voorwerpen ontvreemd Belooning van f 10.000 uitgeloofd",FINANCIAR,1
1890,Telegrammen.,TEHNOLOGIE,5
1925,GEMENGD NIEUWS,GREVA,4
1914,NIET-OFFICIEEL GEDEELTE. BUITENLAND. TELEGRAMMEN.,TEHNOLOGIE,1
1913,NIET – OFFICIEEL GEDEELTE. FINANCIEELE BERICHTEN,FINANCIAR,1
1932,EEN KASTEEL GEPLUNDERD.,TEHNOLOGIE,1
1912,Correspondentie.,FINANCIAR,4
1912,PETROLEUM. „Shell” Transport & Trading Cy. Ltd.,FINANCIAR,5
1912,Petroleum.,FINANCIAR,5
1922,Company Reports.,ACCIDENT,4
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1913,Informations financières,FINANCIAR,4
1925,Radionieuws.,TEHNOLOGIE,5
1915,De Beurs van New-York.,FINANCIAR,5
1915,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. AMSTERDAMSCHE EFFECTENBEURS. NIET-OFFICIËELE NOTEERINGEN.,FINANCIAR,1
1914,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1914,FINANCIEELE MEDEDEELINGEN. BINNENLANDSCHE LEENINGEN.,FINANCIAR,4
1914,FINANCIËN -EN ECONOMIE.,FINANCIAR,4
1912,Gemengd Nieuws.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1914,FINANCIEELE MEDEDEELINGEN. AMSTERDAMSCHE EFFECTENBEURS. NIET-OFFICIËELE NOTEERINGEN.,FINANCIAR,1
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCiEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1913,Cultures en Nijverheid. Op bezoek bij de Astra Romana.,FINANCIAR,5
1929,BUITENLAND. HET PETROLEUMCONGRES TE CHICAGO.,TEHNOLOGIE,5
1929,"BINNENLAND. RUBBER-MIJ. „AMBALOETOE.""",TEHNOLOGIE,3
2002,Ronde van Frankrijk,FINANCIAR,5
2002,Tour de France,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
1929,Dit nummer bestaat uit 12 bladzijden. 1e BLAD Buitenland.,FINANCIAR,1
1929,BUITENLAND.,FINANCIAR,3
1929,VAN HET WERELDTOONEEL. HET OVERLIJDEN VAN STRESEMANN.,GREVA,5
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1911,Financieel en Economisch Nieuws DAGELIJKSCH BEURSOVERZICHT.,FINANCIAR,4
1929,GEMENGDE BERICHTEN.,FINANCIAR,4
1931,GEMENGD BUITENLANDSCH NIEUWS.,TEHNOLOGIE,4
1929,Buitenland.,FINANCIAR,3
1953,"Myron Kinley temde meer dan 300 „wilde"" oliebronnen Dynamiet en nitroglycerine zijn beter dan de waterstraal De grootste brandweerman ter wereld, die vuur blust met explosies",TEHNOLOGIE,5
1953,"Myron Kinley temde meer dan 300 „wilde” oliebronnen Dynamiet en nitroglycerine zijn beter dan de waterstraal De grootste brandweerman ter wereld, die vuur blust met explosies",TEHNOLOGIE,1
1931,Telegrammen,TEHNOLOGIE,5
1929,GEMENGD NIEUWS,GREVA,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1930,BUITENLAND,FINANCIAR,3
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1916,FINANCIEELE BERICHTEN.,FINANCIAR,4
1930,DUITSCHLAND,TEHNOLOGIE,3
1921,FINANCIEEL EN ECONOMISCH NIEUWS,FINANCIAR,4
1929,BUITENLAND.,FINANCIAR,3
1929,BUITENLAND.,FINANCIAR,3
1912,Financieel en Economisch Nieuws,FINANCIAR,4
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1930,VAN HIER EN DAAR.,TEHNOLOGIE,5
1931,BUITENLAND.,FINANCIAR,3
1929,Buitenlandsch Nieuws DE BRITSCHE VERKIEZINGEN,GREVA,3
1924,FINANCIEELE BERICHTEN.,FINANCIAR,4
1923,Financiëele Berichten.,TEHNOLOGIE,4
1989,telesport Buitenlands Voetbal in Cijfers,TEHNOLOGIE,5
1929,BUITENLAND. AMERIKAANSCHE BANKEN IN MEXICO.,FINANCIAR,1
